5_0	4_1	81.086	534	91	3	1	527	1	531	0.0	905
5_0	4_0	78.957	537	86	6	1	527	1	520	0.0	869
5_0	4_2	80.273	512	94	1	20	531	6	510	0.0	867
5_0	4_3	82.774	447	77	0	83	529	60	506	0.0	808
5_1	4_2	82.066	513	79	4	2	511	12	514	0.0	881
5_1	4_1	75.370	540	105	4	1	512	1	540	0.0	847
5_1	4_0	81.198	484	89	1	29	510	44	527	0.0	846
5_1	4_3	81.457	453	84	0	57	509	58	510	0.0	806
5_2	4_3	87.061	456	59	0	58	513	55	510	0.0	856
5_2	4_1	79.957	469	88	1	46	508	64	532	0.0	806
5_2	4_2	75.787	508	106	2	23	513	5	512	0.0	803
5_2	4_0	75.820	488	114	2	23	507	34	520	0.0	791
