9_0	4_1	75.956	549	114	6	2	549	7	538	0.0	867
9_0	4_2	81.838	468	85	0	72	539	39	506	0.0	838
9_0	4_0	78.486	502	83	3	38	539	44	520	0.0	835
9_0	4_3	80.744	457	87	1	93	548	58	514	0.0	805
9_1	4_1	83.607	488	76	2	44	531	55	538	0.0	877
9_1	4_2	80.612	490	77	2	36	525	38	509	0.0	855
9_1	4_0	81.579	494	82	2	29	522	36	520	0.0	853
9_1	4_3	80.702	456	88	0	74	529	56	511	0.0	807
9_2	4_2	85.065	462	69	0	29	490	49	510	0.0	838
9_2	4_1	86.771	446	59	0	41	486	86	531	0.0	827
9_2	4_0	85.651	453	65	0	34	486	68	520	0.0	820
9_2	4_3	82.183	449	80	0	40	488	58	506	0.0	789
9_3	4_3	77.655	452	101	0	47	498	55	506	0.0	762
9_3	4_0	77.655	452	101	0	44	495	68	519	0.0	754
9_3	4_1	77.703	444	99	0	52	495	87	530	0.0	749
9_3	4_2	77.252	444	101	0	52	495	62	505	0.0	741
9_4	4_1	88.571	350	38	1	1	350	191	538	0.0	672
9_4	4_2	87.209	344	44	0	1	344	166	509	0.0	656
9_4	4_0	87.977	341	41	0	1	341	180	520	0.0	647
9_4	4_3	83.046	348	59	0	1	348	164	511	0.0	630
