2_0	2_0	100.000	518	0	0	1	518	1	518	0.0	1082
2_0	2_1	76.749	529	95	5	1	516	1	514	0.0	841
2_0	2_2	79.093	507	105	1	11	516	8	514	0.0	840
2_0	2_3	79.114	474	94	1	38	511	28	496	0.0	805
2_1	2_1	100.000	518	0	0	1	518	1	518	0.0	1081
2_1	2_2	88.697	522	51	5	1	518	1	518	0.0	957
2_1	2_0	77.670	515	90	4	12	514	15	516	0.0	835
2_1	2_3	83.632	446	73	0	64	509	51	496	0.0	808
2_2	2_2	100.000	518	0	0	1	518	1	518	0.0	1081
2_2	2_1	88.697	522	51	5	1	518	1	518	0.0	957
2_2	2_0	80.120	498	98	1	17	514	20	516	0.0	838
2_2	2_3	85.426	446	65	0	64	509	51	496	0.0	821
2_3	2_3	100.000	508	0	0	1	508	1	508	0.0	1058
2_3	2_2	85.078	449	67	0	51	499	64	512	0.0	823
2_3	2_1	82.599	454	79	0	51	504	64	517	0.0	810
2_3	2_0	78.333	480	99	1	28	502	38	517	0.0	805
