3_0	3_0	100.000	531	0	0	1	531	1	531	0.0	1107
3_0	3_1	81.162	499	78	2	43	526	40	537	0.0	852
3_0	3_2	79.960	499	84	3	27	520	19	506	0.0	844
3_0	3_3	79.560	455	93	0	73	527	57	511	0.0	789
3_1	3_1	100.000	542	0	0	1	542	1	542	0.0	1133
3_1	3_0	81.162	499	78	2	40	537	43	526	0.0	852
3_1	3_2	84.154	467	69	1	65	531	45	506	0.0	847
3_1	3_3	81.978	455	82	0	83	537	56	510	0.0	814
3_2	3_2	100.000	515	0	0	1	515	1	515	0.0	1073
3_2	3_1	84.154	467	69	1	45	506	65	531	0.0	847
3_2	3_0	79.960	499	84	3	19	506	27	520	0.0	844
3_2	3_3	82.063	446	80	0	61	506	59	504	0.0	800
3_3	3_3	100.000	521	0	0	1	521	1	521	0.0	1088
3_3	3_1	78.992	476	96	1	39	510	62	537	0.0	815
3_3	3_2	80.172	464	92	0	41	504	43	506	0.0	803
3_3	3_0	77.872	470	102	1	44	511	58	527	0.0	791
