9_0	4_0	81.749	526	71	5	23	529	16	535	0.0	888
9_0	4_1	82.265	468	83	0	47	514	29	496	0.0	837
9_0	4_2	76.364	495	117	0	31	525	17	511	0.0	806
9_1	4_0	86.456	539	57	6	1	526	1	536	0.0	951
9_1	4_1	79.767	514	85	5	1	513	1	496	0.0	852
9_1	4_2	82.628	449	78	0	72	520	59	507	0.0	803
9_2	4_0	87.030	532	56	5	1	522	1	529	0.0	950
9_2	4_1	79.735	528	88	5	1	527	1	510	0.0	860
9_2	4_2	82.705	451	78	0	72	522	59	509	0.0	810
9_3	4_2	81.873	502	88	1	4	502	8	509	0.0	863
9_3	4_0	77.419	496	112	0	7	502	34	529	0.0	828
9_3	4_1	83.032	442	75	0	52	493	55	496	0.0	799
9_4	4_0	76.347	427	53	2	45	432	66	483	0.0	678
9_4	4_1	67.516	471	95	4	6	432	3	459	0.0	648
9_4	4_2	72.346	405	73	1	67	432	59	463	0.0	623
