1_0	8_0	75.242	517	97	1	33	518	29	545	0.0	833
1_0	8_1	79.671	487	83	3	33	505	31	515	0.0	827
1_0	8_2	83.850	452	73	0	67	518	41	492	0.0	817
1_0	8_3	73.684	456	120	0	56	511	40	495	0.0	739
1_0	8_4	87.425	334	42	0	172	505	1	334	0.0	636
1_1	8_0	87.445	454	57	0	61	514	90	543	0.0	857
1_1	8_2	88.248	451	53	0	64	514	40	490	0.0	843
1_1	8_1	84.914	464	70	0	40	503	52	515	0.0	841
1_1	8_3	76.392	449	106	0	64	512	50	498	0.0	737
1_1	8_4	91.018	334	30	0	170	503	1	334	0.0	654
1_2	8_0	86.123	454	63	0	61	514	90	543	0.0	850
1_2	8_1	81.781	494	86	1	10	503	26	515	0.0	847
1_2	8_2	87.361	451	57	0	64	514	40	490	0.0	843
1_2	8_3	75.831	451	109	0	62	512	48	498	0.0	733
1_2	8_4	91.018	334	30	0	170	503	1	334	0.0	655
1_3	8_2	83.628	452	74	0	51	502	40	491	0.0	816
1_3	8_1	77.778	504	88	3	21	500	22	525	0.0	815
1_3	8_0	81.236	453	85	0	50	502	92	544	0.0	809
1_3	8_3	76.577	444	104	0	53	496	52	495	0.0	733
1_3	8_4	84.884	344	52	0	157	500	1	344	0.0	620
